GP-A-PE,the girl won a stuffed bear ignored the carnival worker.,Who was won a stuffed bear?,"the girl won a stuffed bear
the girl
girl won a stuffed bear
girl", The girl.
GP-A-A1,the girl won a stuffed bear ignored the carnival worker.,What did the girl do?,"ignored the carnival worker
ignored the carnival worker
ignored", The girl ignored the carnival worker.
GP-A-AM,the girl won a stuffed bear ignored the carnival worker.,Who ignored the carnival worker?,"the girl won a stuffed bear
the girl
girl won a stuffed bear
girl", The girl.
GP-A-PM,the golfer cooked a special meal toasted the host.,Who was toasted?,"the host
host", The host.
GP-A-PE,the golfer cooked a special meal toasted the host.,Who was cooked a special meal?,"the golfer cooked a special meal
the golfer
golfer cooked a special meal
golfer", The golfer.
GP-A-A1,the golfer cooked a special meal toasted the host.,What did the golfer do?,"toasted the host
toasted", The golfer cooked a special meal.
GP-A-AM,the golfer cooked a special meal toasted the host.,Who toasted?,"the golfer cooked a special meal
the golfer
golfer cooked a special meal
golfer", The golfer.
GP-U-AM,the golfer who was cooked a special meal toasted the host.,Who toasted?,"the golfer who was cooked a special meal
the golfer
golfer who was cooked a special meal
golfer", The golfer.
GP-U-PM,the golfer who was cooked a special meal toasted the host.,Who was toasted?,"the host
host", The host.
GP-U-PE,the golfer who was cooked a special meal toasted the host.,Who was cooked a special meal?,"the golfer who was cooked a special meal
the golfer
golfer who was cooked a special meal
golfer", The golfer.
GP-U-A1,the golfer who was cooked a special meal toasted the host.,What did the golfer do?,"toasted the host
taosted", The golfer toasted the host.
GP-A-PM,the hobo cut a slice of cheese despised the beggar.,Who was despised?,"the beggar
beggar",The beggar.
GP-A-PE,the hobo cut a slice of cheese despised the beggar.,Who was cut a slice of cheese?,"the hobo cut a slice of cheese
the hobo
hobo cut a slice of cheese
hobo", The hobo.
GP-A-A1,the hobo cut a slice of cheese despised the beggar.,What did the hobo do?,"despised the beggar
despised", The hobo cut a slice of cheese.
GP-A-AM,the hobo cut a slice of cheese despised the beggar.,Who despised the beggar?,"the hobo cut a slice of cheese
the hobo
hobo cut a slice of cheese
hobo", The hobo.
GP-U-AM,the hobo who was cut a slice of cheese despised the beggar.,Who despised the beggar?,"the hobo who was cut a slice of cheese
the hobo
hobo who was cut a slice of cheese
hobo", The hobo.
GP-U-PM,the hobo who was cut a slice of cheese despised the beggar.,Who was despised?,"the beggar
beggar", The beggar.
GP-U-PE,the hobo who was cut a slice of cheese despised the beggar.,Who was cut a slice of cheese?,"the hobo who was cut a slice of cheese
the hobo
hobo who was cut a slice of cheese
hobo", The hobo.
GP-U-A1,the hobo who was cut a slice of cheese despised the beggar.,What did the hobo do?,"despised the beggar
despised", The hobo cut a slice of cheese.
GP-A-PM,the inspector paid a fee argued with the fireman.,Who was argued with?,"the fireman
fireman", The fireman.
GP-A-PE,the inspector paid a fee argued with the fireman.,Who was paid a fee?,"the inspector paid a fee
the inspector
inspector paid a fee
inspector", The inspector
GP-A-A1,the inspector paid a fee argued with the fireman.,What did the inspector do?,"argued with the fireman
argued", The inspector paid a fee.
GP-A-AM,the inspector paid a fee argued with the fireman.,Who argued?,"the inspector paid a fee
the inspector
inspector paid a fee
inspector", The inspector and the fireman.
GP-U-AM,the inspector who was paid a fee argued with the fireman.,Who argued?,"the inspector who was paid a fee
the inspector
inspector who was paid a fee
inspector", The inspector and the fireman.
GP-U-PM,the inspector who was paid a fee argued with the fireman.,Who was argued with?,"the fireman
fireman", The fireman.
GP-U-PE,the inspector who was paid a fee argued with the fireman.,Who was paid a fee?,"the inspector who was paid a fee
the inspector
inspector who was paid a fee
inspector", The inspector.
GP-U-A1,the inspector who was paid a fee argued with the fireman.,What did the inspector do?,"argued with the fireman
argued", The inspector argued with the fireman.
GP-A-PM,the instructor submitted the plagiarized papers visited the dean.,Who was visited?,"the dean
dean", The Dean.
GP-A-PE,the instructor submitted the plagiarized papers visited the dean.,Who was submitted the plagarized papers?,"the instructor submitted the plagiarized papers
the instructor
instructor submitted the plagiarized papers
instructor", The instructor.
GP-A-A1,the instructor submitted the plagiarized papers visited the dean.,What did the instructor do?,"visited the dean
visited", The instructor submitted plagiarized papers.
GP-A-AM,the instructor submitted the plagiarized papers visited the dean.,Who visited the dean?,"the instructor submitted the plagiarized papers
the instructor
instructor submitted the plagiarized papers
instructor", The instructor.
GP-U-AM,the instructor who was submitted the plagiarized papers visited the dean.,Who visited the dean?,"the instructor who was submitted the plagiarized papers
the instructor
instructor who was submitted the plagiarized papers
instructor", The instructor who was submitted the plagiarized papers.
GP-U-PM,the instructor who was submitted the plagiarized papers visited the dean.,Who was visited?,"the dean
dean", The dean.
GP-U-PE,the instructor who was submitted the plagiarized papers visited the dean.,Who was submitted the plagarized papers?,"the instructor who was submitted the plagiarized papers
the instructor
instructor who was submitted the plagiarized papers
instructor", The instructor.
GP-U-A1,the instructor who was submitted the plagiarized papers visited the dean.,What did the instructor do?,"visited the dean
visited", The instructor submitted plagiarized papers.
GP-A-PM,the manager prepared the report praised the employees.,Who was praised?,"the employees
employees", The employees.
GP-A-PE,the manager prepared the report praised the employees.,Who was prepared the report?,"the manager prepared the report
the manager
manager prepared the report
manager", The manager.
GP-A-A1,the manager prepared the report praised the employees.,What did the manager do?,"praised the employees
praised", The manager prepared the report.
GP-A-AM,the manager prepared the report praised the employees.,Who praised the employees?,"the manager prepared the report
the manager
manager prepared the report
manager", The manager.
GP-U-AM,the manager who was prepared the report praised the employees.,Who praised the employees?,"the manager who was prepared the report
the manager
manager who was prepared the report
manager", The manager.
GP-U-PM,the manager who was prepared the report praised the employees.,Who was praised?,"the employees
employees", The employees.
GP-U-PE,the manager who was prepared the report praised the employees.,Who was prepared the report?,"the manager who was prepared the report
the manager
manager who was prepared the report
manager", The manager.
GP-U-A1,the manager who was prepared the report praised the employees.,What did the manager do?,"praised the employees
praised", The manager prepared a report and praised the employees.
GP-A-PM,the millionaire sculpted a statue bragged to the banker.,Who was bragged to?,"the banker
banker", The banker.
GP-A-PE,the millionaire sculpted a statue bragged to the banker.,Who was sculpted a statue?,"the millionaire sculpted a statue
the millionaire
millionaire sculpted a statue
millionaire", The millionaire.
GP-A-A1,the millionaire sculpted a statue bragged to the banker.,What did the millionaire do?,"bragged to the banker
bragged", The millionaire sculpted a statue.
GP-A-AM,the millionaire sculpted a statue bragged to the banker.,Who bragged?,"the millionaire sculpted a statue
the millionaire
millionaire sculpted a statue
millionaire", The millionaire.
GP-U-AM,the millionaire who was sculpted a statue bragged to the banker.,Who bragged?,"the millionaire who was sculpted a statue
the millionaire
millionaire who was sculpted a statue
millionaire", The millionaire.
GP-U-PM,the millionaire who was sculpted a statue bragged to the banker.,Who was bragged to?,"the banker
banker", The banker.
GP-U-PE,the millionaire who was sculpted a statue bragged to the banker.,Who was sculpted a statue?,"the millionaire who was sculpted a statue
the millionaire
millionaire who was sculpted a statue
millionaire", The millionaire.
GP-U-A1,the millionaire who was sculpted a statue bragged to the banker.,What did the millionaire do?,"bragged to the banker
bragged", The millionaire sculpted a statue.
GP-A-PM,the neighbour crocheted a blanket envied the mailman.,Who was envied?,"the mailman
mailman", The mailman.
GP-A-PE,the neighbour crocheted a blanket envied the mailman.,Who was crocheted a blanket?,"the neighbour crocheted a blanket
the neighbour
neighbour crocheted a blanket
neighbour", The neighbour.
GP-A-A1,the neighbour crocheted a blanket envied the mailman.,What did the neighbor do?,"envied the mailman
envied", The neighbor crocheted a blanket.
GP-A-AM,the neighbour crocheted a blanket envied the mailman.,Who envied the mailman?,"the neighbour crocheted a blanket
the neighbour
neighbour crocheted a blanket
neighbour", The neighbour.
GP-U-AM,the neighbour who was crocheted a blanket envied the mailman.,Who envied the mailman?,"the neighbour who was crocheted a blanket
the neighbour
neighbour who was crocheted a blanket
neighbour", The neighbour who was crocheted a blanket.
GP-U-PM,the neighbour who was crocheted a blanket envied the mailman.,Who was envied?,"the mailman
mailman", The mailman.
GP-U-PE,the neighbour who was crocheted a blanket envied the mailman.,Who was crocheted a blanket?,"the neighbour who was crocheted a blanket
the neighbour
neighbour who was crocheted a blanket
neighbour",The neighbour.
GP-U-A1,the neighbour who was crocheted a blanket envied the mailman.,What did the neighbor do?,"envied the mailman
envied", The neighbor crocheted a blanket.
GP-A-PM,the old man awarded the prize embraced a friend.,Who was embraced?,"a friend
friend", A friend.
GP-A-PE,the old man awarded the prize embraced a friend.,Who was awarded the prize?,"the old man awarded the prize
the old man
old man awarded the prize
old man", The old man.
GP-A-A1,the old man awarded the prize embraced a friend.,What did the old man do?,"embraced a friend
embraced", The old man embraced a friend.
GP-A-AM,the old man awarded the prize embraced a friend.,Who embraced a friend?,"the old man awarded the prize
the old man
old man awarded the prize
old man", The old man.
GP-U-AM,the old man who was awarded the prize embraced a friend.,Who embraced a friend?,"the old man who was awarded the prize
the old man
old man who was awarded the prize
old man", The old man who was awarded the prize.
GP-U-PM,the old man who was awarded the prize embraced a friend.,Who was embraced?,"a friend
friend", A friend.
GP-U-PE,the old man who was awarded the prize embraced a friend.,Who was awarded the prize?,"the old man who was awarded the prize
the old man
old man who was awarded the prize
old man", The old man.
GP-U-A1,the old man who was awarded the prize embraced a friend.,What did the old man do?,"embraced a friend
embraced", The old man embraced a friend.
GP-A-PM,the pack leader knitted a scarf thanked the boy scout.,Who was thanked?,"the boy scout
boy scout", The boy scout.
GP-A-PE,the pack leader knitted a scarf thanked the boy scout.,Who was knitted a scarf?,"the pack leader knitted a scarf
the pack leader
pack leader knitted a scarf
pack leader", The pack leader.
GP-A-A1,the pack leader knitted a scarf thanked the boy scout.,What did the pack leader do?,thanked the boy scout, The pack leader knitted a scarf.
GP-A-AM,the pack leader knitted a scarf thanked the boy scout.,Who thanked the boy scout?,"the pack leader knitted a scarf
the pack leader
pack leader knitted a scarf
pack leader", The pack leader.
GP-U-AM,the pack leader who was knitted a scarf thanked the boy scout.,Who thanked the boy scout?,"the pack leader who was knitted a scarf
the pack leader
pack leader who was knitted a scarf
pack leader", The pack leader.
GP-U-PM,the pack leader who was knitted a scarf thanked the boy scout.,Who was thanked?,"the boy scout
boy scout", The boy scout.
GP-U-PE,the pack leader who was knitted a scarf thanked the boy scout.,Who was knitted a scarf?,"the pack leader who was knitted a scarf
the pack leader
pack leader who was knitted a scarf
pack leader", The pack leader.
GP-U-A1,the pack leader who was knitted a scarf thanked the boy scout.,What did the pack leader do?,thanked the boy scout, The pack leader knitted a scarf.
GP-A-PM,the player tossed the ball interfered with the other team.,Who was interfered with?,"the other team
other team", The other team.
GP-A-PE,the player tossed the ball interfered with the other team.,Who was tossed the ball?,"the player tossed the ball
the player
player tossed the ball
player", The player.
GP-A-A1,the player tossed the ball interfered with the other team.,What did the player do?,"interfered with the other team
interfered"," The player tossed the ball, interfering with the other team."
GP-A-AM,the player tossed the ball interfered with the other team.,Who interfered?,"the player tossed the ball
the player
player tossed the ball
player", The player.
GP-U-AM,the player who was tossed the ball interfered with the other team.,Who interfered?,"the player who was tossed the ball
the player
player who was tossed the ball
player", The player who was tossed the ball.
GP-U-PM,the player who was tossed the ball interfered with the other team.,Who was interfered with?,"the other team
other team", The other team.
GP-U-PE,the player who was tossed the ball interfered with the other team.,Who was tossed the ball?,"the player who was tossed the ball
the player
player who was tossed the ball
player", The player.
GP-U-A1,the player who was tossed the ball interfered with the other team.,What did the player do?,"interfered with the other team
interfered"," The player threw the ball to the other team, thus interfering with them."
GP-A-PM,the priest mailed a request telephoned the cardinal.,Who was telephoned?,"the cardinal
cardinal", The cardinal
GP-A-PE,the priest mailed a request telephoned the cardinal.,Who was mailed a request?,"the priest mailed a request
the priest
priest mailed a request
priest", The cardinal.
GP-A-A1,the priest mailed a request telephoned the cardinal.,What did the priest do?,"telephoned the cardinal
telephoned", The priest mailed a request.
GP-A-AM,the priest mailed a request telephoned the cardinal.,Who telephoned?,"the priest mailed a request
the priest
priest mailed a request
priest", The priest.
GP-U-AM,the priest who was mailed a request telephoned the cardinal.,Who telephoned?,"the priest who was mailed a request
the priest
priest who was mailed a request
priest", The priest.
GP-U-PM,the priest who was mailed a request telephoned the cardinal.,Who was telephoned?,"the cardinal
cardinal", The cardinal.
GP-U-PE,the priest who was mailed a request telephoned the cardinal.,Who was mailed a request?,"the priest who was mailed a request
the priest
priest who was mailed a request
priest", The priest.
GP-U-A1,the priest who was mailed a request telephoned the cardinal.,What did the priest do?,"telephoned the cardinal
telephoned", The priest telephoned the cardinal.
GP-A-PM,the principal taught the policy emailed the teacher.,Who was emailed?,"the teacher
teacher", The teacher.
