GP-A-AM,the manager prepared the report praised the employees.,Who praised the employees?,"the manager prepared the report
the manager
manager prepared the report
manager",The manager praised the employees.
GP-U-AM,the manager who was prepared the report praised the employees.,Who praised the employees?,"the manager who was prepared the report
the manager
manager who was prepared the report
manager", The manager praised the employees.
GP-U-PM,the manager who was prepared the report praised the employees.,Who was praised?,"the employees
employees", The employees were praised.
GP-U-PE,the manager who was prepared the report praised the employees.,Who was prepared the report?,"the manager who was prepared the report
the manager
manager who was prepared the report
manager", The manager was prepared the report.
GP-U-A1,the manager who was prepared the report praised the employees.,What did the manager do?,"praised the employees
praised", The manager praised the employees.
GP-A-PM,the millionaire sculpted a statue bragged to the banker.,Who was bragged to?,"the banker
banker", The banker was bragged to.
GP-A-PE,the millionaire sculpted a statue bragged to the banker.,Who was sculpted a statue?,"the millionaire sculpted a statue
the millionaire
millionaire sculpted a statue
millionaire", The millionaire sculpted a statue.
GP-A-A1,the millionaire sculpted a statue bragged to the banker.,What did the millionaire do?,"bragged to the banker
bragged", The millionaire bragged to the banker.
GP-A-AM,the millionaire sculpted a statue bragged to the banker.,Who bragged?,"the millionaire sculpted a statue
the millionaire
millionaire sculpted a statue
millionaire", The millionaire bragged to the banker.
GP-U-AM,the millionaire who was sculpted a statue bragged to the banker.,Who bragged?,"the millionaire who was sculpted a statue
the millionaire
millionaire who was sculpted a statue
millionaire", The millionaire bragged to the banker.
GP-U-PM,the millionaire who was sculpted a statue bragged to the banker.,Who was bragged to?,"the banker
banker",The banker was bragged to.
GP-U-PE,the millionaire who was sculpted a statue bragged to the banker.,Who was sculpted a statue?,"the millionaire who was sculpted a statue
the millionaire
millionaire who was sculpted a statue
millionaire", The millionaire was sculpted a statue.
GP-U-A1,the millionaire who was sculpted a statue bragged to the banker.,What did the millionaire do?,"bragged to the banker
bragged",The millionaire bragged to the banker.
GP-A-PM,the neighbour crocheted a blanket envied the mailman.,Who was envied?,"the mailman
mailman", The mailman was envied.
GP-A-PE,the neighbour crocheted a blanket envied the mailman.,Who was crocheted a blanket?,"the neighbour crocheted a blanket
the neighbour
neighbour crocheted a blanket
neighbour", The neighbour was crocheting a blanket.
GP-A-A1,the neighbour crocheted a blanket envied the mailman.,What did the neighbor do?,"envied the mailman
envied", The neighbor envied the mailman.
GP-A-AM,the neighbour crocheted a blanket envied the mailman.,Who envied the mailman?,"the neighbour crocheted a blanket
the neighbour
neighbour crocheted a blanket
neighbour", The neighbour envied the mailman.
GP-U-AM,the neighbour who was crocheted a blanket envied the mailman.,Who envied the mailman?,"the neighbour who was crocheted a blanket
the neighbour
neighbour who was crocheted a blanket
neighbour", The neighbour envied the mailman.
GP-U-PM,the neighbour who was crocheted a blanket envied the mailman.,Who was envied?,"the mailman
mailman", The mailman was envied.
GP-U-PE,the neighbour who was crocheted a blanket envied the mailman.,Who was crocheted a blanket?,"the neighbour who was crocheted a blanket
the neighbour
neighbour who was crocheted a blanket
neighbour", The neighbour was crocheted a blanket.
GP-U-A1,the neighbour who was crocheted a blanket envied the mailman.,What did the neighbor do?,"envied the mailman
envied", The neighbor envied the mailman.
GP-A-PM,the old man awarded the prize embraced a friend.,Who was embraced?,"a friend
friend", A friend.
GP-A-PE,the old man awarded the prize embraced a friend.,Who was awarded the prize?,"the old man awarded the prize
the old man
old man awarded the prize
old man", The old man was awarded the prize.
GP-A-A1,the old man awarded the prize embraced a friend.,What did the old man do?,"embraced a friend
embraced", The old man embraced a friend.
GP-A-AM,the old man awarded the prize embraced a friend.,Who embraced a friend?,"the old man awarded the prize
the old man
old man awarded the prize
old man", The old man embraced a friend.
GP-U-AM,the old man who was awarded the prize embraced a friend.,Who embraced a friend?,"the old man who was awarded the prize
the old man
old man who was awarded the prize
old man", The old man embraced a friend.
GP-U-PM,the old man who was awarded the prize embraced a friend.,Who was embraced?,"a friend
friend", A friend was embraced.
GP-U-PE,the old man who was awarded the prize embraced a friend.,Who was awarded the prize?,"the old man who was awarded the prize
the old man
old man who was awarded the prize
old man", The old man was awarded the prize.
GP-U-A1,the old man who was awarded the prize embraced a friend.,What did the old man do?,"embraced a friend
embraced", The old man embraced a friend.
GP-A-PM,the pack leader knitted a scarf thanked the boy scout.,Who was thanked?,"the boy scout
boy scout", The boy scout was thanked.
GP-A-PE,the pack leader knitted a scarf thanked the boy scout.,Who was knitted a scarf?,"the pack leader knitted a scarf
the pack leader
pack leader knitted a scarf
pack leader", The pack leader knitted a scarf.
GP-A-A1,the pack leader knitted a scarf thanked the boy scout.,What did the pack leader do?,thanked the boy scout, The pack leader thanked the boy scout.
GP-A-AM,the pack leader knitted a scarf thanked the boy scout.,Who thanked the boy scout?,"the pack leader knitted a scarf
the pack leader
pack leader knitted a scarf
pack leader", The pack leader thanked the boy scout.
GP-U-AM,the pack leader who was knitted a scarf thanked the boy scout.,Who thanked the boy scout?,"the pack leader who was knitted a scarf
the pack leader
pack leader who was knitted a scarf
pack leader", The pack leader thanked the boy scout.
GP-U-PM,the pack leader who was knitted a scarf thanked the boy scout.,Who was thanked?,"the boy scout
boy scout", The boy scout was thanked.
GP-U-PE,the pack leader who was knitted a scarf thanked the boy scout.,Who was knitted a scarf?,"the pack leader who was knitted a scarf
the pack leader
pack leader who was knitted a scarf
pack leader", The pack leader was knitted a scarf.
GP-U-A1,the pack leader who was knitted a scarf thanked the boy scout.,What did the pack leader do?,thanked the boy scout, The pack leader thanked the boy scout.
GP-A-PM,the player tossed the ball interfered with the other team.,Who was interfered with?,"the other team
other team", The other team was interfered with.
GP-A-PE,the player tossed the ball interfered with the other team.,Who was tossed the ball?,"the player tossed the ball
the player
player tossed the ball
player", The player tossed the ball.
GP-A-A1,the player tossed the ball interfered with the other team.,What did the player do?,"interfered with the other team
interfered", The player interfered with the other team.
GP-A-AM,the player tossed the ball interfered with the other team.,Who interfered?,"the player tossed the ball
the player
player tossed the ball
player", The player interfered with the other team.
